Date,SKU,Product Name,Total Tools Price,Total Tools Stock,Sydney Tools Price,Sydney Tools Stock,# Suppliers,Cheapest,Highest,Market Avg,ITM Match Price,Pricing Rule
2026-09-13,60011,HOLEMAKER 13 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,72,Yes,,,1,72,72,72,72,Matched Total Tools $72 (ST not listed)
2026-09-13,60012,HOLEMAKER 14 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,72,Yes,,,1,72,72,72,72,Matched Total Tools $72 (ST not listed)
2026-09-13,60014,HOLEMAKER 16 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,79,Yes,,,1,79,79,79,79,Matched Total Tools $79 (ST not listed)
2026-09-13,60016,HOLEMAKER 18 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,81,Yes,,,1,81,81,81,81,Matched Total Tools $81 (ST not listed)
2026-09-13,60018,HOLEMAKER 20 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,83,Yes,,,1,83,83,83,83,Matched Total Tools $83 (ST not listed)
2026-09-13,60020,HOLEMAKER 22 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,99,Yes,,,1,99,99,99,99,Matched Total Tools $99 (ST not listed)
2026-09-13,60022,HOLEMAKER 24 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,103,Yes,,,1,103,103,103,103,Matched Total Tools $103 (ST not listed)
2026-09-13,60023,HOLEMAKER 25 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,103,Yes,,,1,103,103,103,103,Matched Total Tools $103 (ST not listed)
2026-09-13,60024,HOLEMAKER 26 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,113,Yes,,,1,113,113,113,113,Matched Total Tools $113 (ST not listed)
2026-09-13,60026,HOLEMAKER 28 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,120,Yes,,,1,120,120,120,120,Matched Total Tools $120 (ST not listed)
2026-09-13,60027,HOLEMAKER 30 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,126,Yes,,,1,126,126,126,126,Matched Total Tools $126 (ST not listed)
2026-09-13,60028,HOLEMAKER 32 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-13,60038,HOLEMAKER 12 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,87,Yes,,,1,87,87,87,87,Matched Total Tools $87 (ST not listed)
2026-09-13,60039,HOLEMAKER 13 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,87,Yes,,,1,87,87,87,87,Matched Total Tools $87 (ST not listed)
2026-09-13,60040,HOLEMAKER 14 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,91,Yes,,,1,91,91,91,91,Matched Total Tools $91 (ST not listed)
2026-09-13,60042,HOLEMAKER 16 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,91,Yes,,,1,91,91,91,91,Matched Total Tools $91 (ST not listed)
2026-09-13,60043,HOLEMAKER 17 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,101,Yes,,,1,101,101,101,101,Matched Total Tools $101 (ST not listed)
2026-09-13,60044,HOLEMAKER 18 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,101,Yes,,,1,101,101,101,101,Matched Total Tools $101 (ST not listed)
2026-09-13,60046,HOLEMAKER 20 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,113,Yes,,,1,113,113,113,113,Matched Total Tools $113 (ST not listed)
2026-09-13,60048,HOLEMAKER 22 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,125,Yes,,,1,125,125,125,125,Matched Total Tools $125 (ST not listed)
2026-09-13,60050,HOLEMAKER 24 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-13,60051,HOLEMAKER 25 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-13,60052,HOLEMAKER 26 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,148,Yes,,,1,148,148,148,148,Matched Total Tools $148 (ST not listed)
2026-09-13,60054,HOLEMAKER 28 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,154,Yes,,,1,154,154,154,154,Matched Total Tools $154 (ST not listed)
2026-09-13,60056,HOLEMAKER 30 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,170,Yes,,,1,170,170,170,170,Matched Total Tools $170 (ST not listed)
2026-09-13,60057,HOLEMAKER 32 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,179,Yes,,,1,179,179,179,179,Matched Total Tools $179 (ST not listed)
2026-09-13,610611497156A06308F543E23470CB00BAC25862DA7EFBE8A3820C440DC88504,Sheet Metal Bending Pliers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,6631B77FF3A1EFC1242C7D9247A2F32E6DE84B67BE76BF249EB0A3A26A8EC898,Wrenches,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,684C481AC2DB92892D6F2E7ED0AD251F3A231E9ADC939532186F1D071B1CC339,Knives,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,735329E2D98BB8F172612E21B0D43A09447086F1AE9D0C62A563B296EE799060,G Clamps,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,7446A5ACC38B09E92D2248E2A705E6E39CC351BD7FCB309100D95D12DE0EE011,Crimpers & Presses,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,746EE81012FD611408402899617C4A328CC371E052A23324B7F1AE812372922D,F-CLAMP,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,793BD222B28DF4DB874447A1E8D7C488212714BB4012A6CC4D60E21F7C7356D2,Torque Wrenches,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,79A36AF5A180943C8901A450EE3F59D216845B71B145FD52E380D520E448BF99,Mallet Hammers,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,85C4031D3644CD80CEFE40826B916A45A03E3E7A388085A840BB4D3C13E1318E,Combination Pliers,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,8D60EB9A5125DAA093DC2039580BACB45D5617F84553784EB3077C236971F1C5,Cable Cutters & Strippers,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,8E80C06976C015851653F6E56EFA6CFE9842578D1D351D7C6C97127002F0674A,Pliers & Cutting Tools,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,9D757F9E93F943439911075A3270A3AD830190EE393632EC7A81F09060C5AAAD,Tool Pouches & Accessories,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,A7D58D8B8CD5656D93FBE6A23DF78E03ADD28F65CE2609E5006BC551E3C74167,Diagnostic Tools,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,BCAEC78FAF1119BD6858F0D06C48545D7DC3D11BCC151C8DD499F9E9F24C37C9,Locking Pliers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,BDAD4A8FC9E62A37FCDC5C4763EC9576B1E92A1A05ABBB65DD22AF4BCD21181F,Voltage Detectors,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,BDF2430E7D936386C2978ED239D029F0BC698386F36868C7D664FB826F1C6DD3,Welding Pliers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,BPID32-14SF,"GROZ Ball Pein Hammer 32 Oz Hd / 14"" Handle (Soft Face)",137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-13,CB89288914CEECD8F31FA1F6F0F54ED008B21A4FB389C9ED342C99BD073DD9C6,Screwdrivers,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,CBC-SET-01,HOLEMAKER Round Tube Carbide Burr Set,285,Yes,,,1,285,285,285,285,Matched Total Tools $285 (ST not listed)
2026-09-13,CBC-SET-03,HOLEMAKER Carbide Burr Set Blister Pack,188.5,Yes,,,1,188.5,188.5,188.5,188.5,Matched Total Tools $188.5 (ST not listed)
2026-09-13,CBC-SET-23,HOLEMAKER 1/2 inch D-Cut Carbide Burr TC Set - 3 Piece,185,Yes,,,1,185,185,185,185,Matched Total Tools $185 (ST not listed)
2026-09-13,CFFFEA3037B2EB53038E6B669A3D0F83703B61DA76D973667DA8F392C42AA0C0,Drill Chucks - Chuck Keys - More Taper Arbors,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,D10505DA27F29766E3B769E5F6AB30BC47ADB26BCB848D6E7A16030E9C9A8062,Open End Hub Spanners,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,D551A1FDF1A6FB644BCC96B152FCB1782A5610A4F7D0937938971C3BBC0702D7,Cutting Pliers,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,DBECD2093EBA52ECD418423C7FFDC40BD78E87A21B98256D65ADA96A2D3C35B1,Cordless Screwdriver,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,DD-500X,Drill Doctor 500X,199,Yes,,,1,199,199,199,199,Matched Total Tools $199 (ST not listed)
2026-09-13,DD-750X,Drill Doctor 750X,299,Yes,,,1,299,299,299,299,Matched Total Tools $299 (ST not listed)
2026-09-13,DD-XL,Drill Doctor XL,399,No,,,1,399,399,399,399,Matched Total Tools $399 (ST not listed)
2026-09-13,DDAA87BFA63289B478F010B35961DD7EEB30BEEED38A0FAE2D53AF16127EAD36,Tool Cases,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,E506FE4F4D75C4C0C91B1BACE21D33F8F9164904845A7248929E63C5ABEEBEB0,Tool Combination Kits,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,E61510271296D92329DD739D63F1B0BF1A5274CCA17C4C51E49E2FBBD23810FE,Nut Driver Set,,,,No,0,,,,,No competitor prices — set manually
2026-09-13,EC-BC10,EHOMA 250mm x 115mm 1200kg General Purpose C Clamp EC-BC10,149,Yes,,,1,149,149,149,149,Matched Total Tools $149 (ST not listed)
2026-09-13,EC-BC12,EHOMA 300mm x 125mm 1500kg General Purpose C Clamp EC-BC12,229,Yes,,,1,229,229,229,229,Matched Total Tools $229 (ST not listed)
2026-09-13,EC-BC4,EHOMA 100mm x 50mm 900kg General Purpose C Clamp EC-BC4,115,Yes,,,1,115,115,115,115,Matched Total Tools $115 (ST not listed)
2026-09-13,EC-BC6,EHOMA 150mm x 75mm 1000kg General Purpose C Clamp EC-BC6,135,Yes,,,1,135,135,135,135,Matched Total Tools $135 (ST not listed)
2026-09-13,EC-BC8,EHOMA 200mm x 100mm 1000kg General Purpose C Clamp EC-BC8,165,Yes,,,1,165,165,165,165,Matched Total Tools $165 (ST not listed)
2026-09-13,EC-CT-2,EHOMA 50 x 50mm Heavy Duty C Clamp EC-CT-2,79.95,Yes,,,1,79.95,79.95,79.95,79.95,Matched Total Tools $79.95 (ST not listed)
2026-09-13,EC-CT-6,EHOMA 150 x 75mm Heavy Duty C Clamp EC-CT-6,145,Yes,,,1,145,145,145,145,Matched Total Tools $145 (ST not listed)
2026-09-13,EC-CT-8,EHOMA 200x90mm Heavy Duty C Clamp EC-CT-8,199,Yes,,,1,199,199,199,199,Matched Total Tools $199 (ST not listed)
2026-09-13,EC-G16CS,EHOMA 160mm x 80mm 300kg General Purpose F Clamp EC-G16CS,46,Yes,,,1,46,46,46,46,Matched Total Tools $46 (ST not listed)
2026-09-13,EC-G20CS,EHOMA 200mm x 100mm 450kg General Purpose F Clamp EC-G20CS,59,Yes,,,1,59,59,59,59,Matched Total Tools $59 (ST not listed)
2026-09-13,EC-G20L,EHOMA 200 x 100mm Quick Action Lever F Clamp EC-G20L,125,Yes,,,1,125,125,125,125,Matched Total Tools $125 (ST not listed)
2026-09-13,EC-G25CS,EHOMA 250mm x 120mm 550kg General Purpose F Clamp EC-G25CS,72,Yes,,,1,72,72,72,72,Matched Total Tools $72 (ST not listed)
2026-09-13,EC-G30CS,EHOMA 300mm x 140mm 670kg General Purpose F Clamp EC-G30CS,97,Yes,,,1,97,97,97,97,Matched Total Tools $97 (ST not listed)
2026-09-13,EC-G30L,EHOMA 300 x 140mm Quick Action Lever Clamp EC-G30L,165,Yes,,,1,165,165,165,165,Matched Total Tools $165 (ST not listed)
2026-09-13,EC-G30R,EHOMA 300mm x 140mm 670kg Soft Grip Handle Ratchet F Clamp EC-G30R,105,Yes,,,1,105,105,105,105,Matched Total Tools $105 (ST not listed)
2026-09-13,EC-G40CS,EHOMA 400mm x 175mm 1000kg General Purpose F Clamp EC-G40CS,120,Yes,,,1,120,120,120,120,Matched Total Tools $120 (ST not listed)
2026-09-13,EC-G40R,EHOMA 400mm x 175mm 700kg Soft Grip Handle Ratchet F Clamp EC-G40R,135,Yes,,,1,135,135,135,135,Matched Total Tools $135 (ST not listed)
2026-09-13,EC-G50L,EHOMA 500mm x 120mm 550kg Quick Action Lever Clamp EC-G50L,209,Yes,,,1,209,209,209,209,Matched Total Tools $209 (ST not listed)
2026-09-13,EC-G60CS,EHOMA 600mm x 175mm 1000kg General Purpose F Clamp EC-G60CS,136,Yes,,,1,136,136,136,136,Matched Total Tools $136 (ST not listed)
2026-09-13,EC-G60R,EHOMA 600mm x 175mm 700kg Soft Grip Handle Ratchet F Clamp EC-G60R,155,Yes,,,1,155,155,155,155,Matched Total Tools $155 (ST not listed)
2026-09-13,EC-G80CS,EHOMA 800x175mm General Purpose Forged Steel F Clamp EC-G80CS,179,Yes,,,1,179,179,179,179,Matched Total Tools $179 (ST not listed)
2026-09-13,EC-GS30C,EHOMA 300mm x 140mm 1200kg Heavy-Duty F Clamp EC-GS30C,186,Yes,,,1,186,186,186,186,Matched Total Tools $186 (ST not listed)
2026-09-13,EC-GS40C,EHOMA 400 x 120mm Heavy Duty F Clamp EC-GS40C,185,Yes,,,1,185,185,185,185,Matched Total Tools $185 (ST not listed)
2026-09-13,EC-GS50C,EHOMA 500mm x 140mm 1200kg Heavy-Duty F Clamp EC-GS50C,209,Yes,,,1,209,209,209,209,Matched Total Tools $209 (ST not listed)
2026-09-13,EC-PJ16,EHOMA 160mm x 80mm Parallel Jaw Clamp EC-PJ16,56.95,Yes,,,1,56.95,56.95,56.95,56.95,Matched Total Tools $56.95 (ST not listed)
2026-09-13,EC-PJ60,EHOMA 600mm x 80mm Parallel Jaw Clamp EC-PJ60,67.95,Yes,,,1,67.95,67.95,67.95,67.95,Matched Total Tools $67.95 (ST not listed)
2026-09-13,EC-PJH060,EHOMA 600mm x 125mm Premium Woodworkers Parallel Jaw Clam EC-PJH060,139,Yes,,,1,139,139,139,139,Matched Total Tools $139 (ST not listed)
2026-09-13,EC-PJH200,EHOMA 2000mm x 125mm Premium Parallel Jaw Clamp EC-PJH200,229,Yes,,,1,229,229,229,229,Matched Total Tools $229 (ST not listed)
2026-09-13,EC-REG20C,EHOMA 200 x 100mm Pivot Handle F Clamp EC-REG20C,105,Yes,,,1,105,105,105,105,Matched Total Tools $105 (ST not listed)
2026-09-13,EC-REG30C,EHOMA 300 x 140mm Pivot Handle F Clamp EC-REG30C,149,Yes,,,1,149,149,149,149,Matched Total Tools $149 (ST not listed)
2026-09-13,EC-SG40CS,EHOMA 400 x 120mm General Purpose F Clamp EC-SG40CS,109,Yes,,,1,109,109,109,109,Matched Total Tools $109 (ST not listed)
2026-09-13,EC-SG50CS,EHOMA 500mm x 120mm 750kg General Purpose F Clamp EC-SG50CS,129,Yes,,,1,129,129,129,129,Matched Total Tools $129 (ST not listed)
2026-09-13,EC-SG60CS,EHOMA 600 x 120mm General Purpose F Clamp EC-SG60CS,145,Yes,,,1,145,145,145,145,Matched Total Tools $145 (ST not listed)
2026-09-13,EC-SS40C,EHOMA 400mm x 175mm 2200kg Extra Heavy-Duty F Clamp EC-SS40C,365,Yes,,,1,365,365,365,365,Matched Total Tools $365 (ST not listed)
2026-09-13,EC-SS50C,EHOMA 500mm x 175mm Extra Heavy Duty Clamp EC-SS50C,395,Yes,,,1,395,395,395,395,Matched Total Tools $395 (ST not listed)
2026-09-13,EC-SS60C,EHOMA 600mm x 175mm 2200kgExtra Heavy-Duty F Clamp EC-SS60C,415,Yes,,,1,415,415,415,415,Matched Total Tools $415 (ST not listed)
2026-09-13,GZ-01007,GROZ 300mm SS/A/12 Precision Engineers Square,255,Yes,,,1,255,255,255,255,Matched Total Tools $255 (ST not listed)
2026-09-13,GZ-1176,Tool Combination Kits,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-1790,Vernier Calipers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2398,Tweezers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2400,Die Holders,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2402,Hand Stamps,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2496,Coolant Mixers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2584,Wheel Dressers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-26108,GROZ 12mm LP/12 Letter Punch Set,365,Yes,,,1,365,365,365,365,Matched Total Tools $365 (ST not listed)
2026-09-13,GZ-2685,Drill Chucks - Chuck Keys - More Taper Arbors,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2723,Scribers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-2733,Tap Wrenches,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-3108,Cold Chisels,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-3242,Vee Blocks,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-33003,GROZ Punch & Cold Chisel Set - 24 Piece,255,Yes,,,1,255,255,255,255,Matched Total Tools $255 (ST not listed)
2026-09-13,GZ-3415,Screw Cutting Gauge,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-35120,GROZ 75mm Drill Press Vice,135,Yes,,,1,135,135,135,135,Matched Total Tools $135 (ST not listed)
2026-09-13,GZ-35121,GROZ 100mm Drill Press Vice,155,Yes,,,1,155,155,155,155,Matched Total Tools $155 (ST not listed)
2026-09-13,GZ-35122,GROZ 125mm Drill Press Vice,239,Yes,,,1,239,239,239,239,Matched Total Tools $239 (ST not listed)
2026-09-13,GZ-35125,GROZ 100mm Drill Press Vice,215,Yes,,,1,215,215,215,215,Matched Total Tools $215 (ST not listed)
2026-09-13,GZ-3773,Sash Clamp,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-3817,"Tape Measures, Squares & Levels",,,,Yes,0,,,,,No competitor prices — set manually
2026-09-13,GZ-3838,Engineers Square,,,,Yes,0,,,,,No competitor prices — set manually
